CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,CustomerAgeCluster
798110358,Existing Customer,64,Female,High School,Married,$40K - $60K,Blue,56,2,4,1438.3,Sixties
715745508,Existing Customer,51,Female,Graduate,Single,Unknown,Blue,34,1,2,11221,Fifties
714350658,Existing Customer,32,Male,Graduate,Single,Unknown,Blue,26,3,4,18889,Thirties
826478958,Existing Customer,52,Male,College,Married,$80K - $120K,Blue,48,3,3,2066,Fifties
719127558,Existing Customer,43,Male,High School,Divorced,$80K - $120K,Blue,31,2,4,34516,Fourties
712454958,Existing Customer,40,Male,Graduate,Single,$60K - $80K,Blue,27,1,2,2742,Fourties
718561458,Existing Customer,54,Male,High School,Married,$60K - $80K,Blue,36,1,4,20050,Fifties
822984108,Existing Customer,34,Female,High School,Single,Less than $40K,Blue,30,1,3,3046,Thirties
719469333,Existing Customer,33,Female,High School,Single,Less than $40K,Blue,25,3,4,6193,Thirties
720871383,Existing Customer,36,Male,Graduate,Married,$80K - $120K,Blue,28,3,3,5634,Thirties
788827308,Existing Customer,65,Male,Graduate,Married,Less than $40K,Blue,50,2,4,4507,Sixties
710180958,Existing Customer,43,Male,High School,Single,$40K - $60K,Blue,33,2,3,3040,Fourties
778346283,Existing Customer,53,Male,Graduate,Married,$120K +,Blue,33,3,3,21006,Fifties
787547208,Existing Customer,48,Female,College,Single,Less than $40K,Blue,38,3,4,7326,Fourties
714983283,Attrited Customer,39,Female,High School,Single,Less than $40K,Blue,36,1,3,3651,Thirties
789344358,Existing Customer,57,Female,Unknown,Married,Less than $40K,Blue,47,1,3,3416,Fifties
710406633,Attrited Customer,51,Female,Uneducated,Married,Unknown,Blue,36,3,2,3664,Fifties
767653233,Existing Customer,48,Male,Graduate,Married,$60K - $80K,Blue,42,1,3,6085,Fourties
719461008,Existing Customer,51,Male,High School,Married,$60K - $80K,Blue,38,3,2,22332,Fifties
789731433,Existing Customer,26,Female,Unknown,Single,Less than $40K,Blue,13,2,4,2063,Twenties
775198608,Existing Customer,38,Female,Graduate,Married,Less than $40K,Blue,32,3,3,4429,Thirties
717567333,Existing Customer,35,Male,Graduate,Married,$60K - $80K,Blue,26,3,2,3991,Thirties
772794108,Existing Customer,46,Female,Doctorate,Single,Less than $40K,Blue,36,1,4,2201,Fourties
712072908,Existing Customer,48,Male,College,Single,$80K - $120K,Blue,36,3,2,2852,Fourties
709328733,Existing Customer,49,Female,Uneducated,Married,Less than $40K,Blue,37,3,3,9723,Fourties
788107683,Existing Customer,35,Male,High School,Married,$40K - $60K,Blue,27,2,3,5325,Thirties
713757633,Existing Customer,65,Female,Unknown,Married,$40K - $60K,Blue,56,2,4,7427,Sixties
713279808,Existing Customer,53,Male,Unknown,Married,$60K - $80K,Blue,36,3,3,5619,Fifties
712440483,Existing Customer,54,Female,Uneducated,Married,Less than $40K,Blue,44,1,3,5413,Fifties
715078383,Existing Customer,64,Female,Graduate,Married,Unknown,Blue,36,1,3,7646,Sixties
709214358,Existing Customer,39,Female,Graduate,Divorced,Unknown,Blue,30,3,2,2420,Thirties
778399008,Existing Customer,50,Male,High School,Married,$80K - $120K,Blue,30,4,2,4252,Fifties
811534983,Existing Customer,54,Female,Graduate,Married,Less than $40K,Blue,49,2,4,2031,Fifties
719728383,Existing Customer,38,Female,Graduate,Married,Unknown,Blue,28,1,2,6861,Thirties
718726833,Existing Customer,39,Male,High School,Married,$80K - $120K,Blue,28,2,4,3327,Thirties
780605508,Existing Customer,53,Male,Unknown,Married,$40K - $60K,Blue,41,1,3,2885,Fifties
719450508,Existing Customer,53,Male,High School,Married,$120K +,Blue,41,3,3,7272,Fifties
711213108,Existing Customer,32,Male,College,Divorced,$80K - $120K,Blue,36,3,4,34516,Thirties
708488208,Existing Customer,57,Female,Uneducated,Married,Less than $40K,Blue,47,3,3,2515,Fifties
717206508,Existing Customer,65,Female,High School,Married,Less than $40K,Blue,36,2,2,2798,Sixties
821836008,Existing Customer,57,Male,Uneducated,Single,$80K - $120K,Blue,53,2,4,34516,Fifties
807244983,Existing Customer,65,Female,College,Married,Less than $40K,Blue,56,1,2,1438.3,Sixties
821872758,Existing Customer,65,Male,High School,Single,Less than $40K,Silver,56,2,4,12609,Sixties
809959683,Existing Customer,55,Male,College,Married,$80K - $120K,Blue,50,2,4,19159,Fifties
715079208,Existing Customer,54,Male,College,Married,$80K - $120K,Blue,42,1,4,9642,Fifties
767049258,Existing Customer,44,Male,High School,Single,$120K +,Blue,37,3,3,8396,Fourties
709579383,Existing Customer,58,Male,Uneducated,Married,$80K - $120K,Blue,50,3,2,6978,Fifties
781923483,Existing Customer,53,Female,College,Married,$40K - $60K,Blue,47,3,4,2459,Fifties
718654533,Existing Customer,33,Female,High School,Single,Less than $40K,Silver,24,2,2,12956,Thirties
716169258,Existing Customer,47,Female,Graduate,Married,Less than $40K,Blue,39,3,4,7128,Fourties
713908683,Existing Customer,51,Male,Unknown,Single,$80K - $120K,Blue,41,2,2,18749,Fifties
708212658,Existing Customer,38,Female,Graduate,Married,Less than $40K,Blue,18,3,2,2193,Thirties
756013833,Existing Customer,57,Male,Doctorate,Married,$80K - $120K,Blue,50,2,3,4522,Fifties
719358333,Existing Customer,36,Male,Uneducated,Married,$40K - $60K,Blue,28,1,4,2157,Thirties
713735508,Existing Customer,35,Male,Uneducated,Married,$80K - $120K,Blue,25,1,2,11927,Thirties
805259733,Existing Customer,55,Female,Unknown,Married,Unknown,Blue,50,1,4,11341,Fifties
738749733,Existing Customer,57,Female,Doctorate,Married,Unknown,Blue,47,3,3,7345,Fifties
814833408,Existing Customer,56,Male,Doctorate,Married,$60K - $80K,Blue,51,3,4,6036,Fifties
719182308,Existing Customer,38,Female,High School,Single,Less than $40K,Blue,27,1,3,2096,Thirties
818497758,Existing Customer,54,Female,Graduate,Married,Less than $40K,Blue,49,1,3,1906,Fifties
719518308,Existing Customer,48,Male,Unknown,Unknown,$80K - $120K,Blue,35,2,4,5039,Fourties
709991883,Attrited Customer,53,Male,Graduate,Married,$80K - $120K,Blue,42,1,2,6214,Fifties
770901258,Existing Customer,30,Female,Graduate,Married,Less than $40K,Blue,17,1,3,1512,Thirties
711499158,Existing Customer,47,Male,Uneducated,Married,$80K - $120K,Silver,38,3,4,34516,Fourties
720445533,Existing Customer,60,Female,College,Married,Less than $40K,Blue,53,3,3,3346,Sixties
809951133,Attrited Customer,54,Male,College,Single,$120K +,Blue,49,2,3,34516,Fifties
714657108,Existing Customer,37,Female,Uneducated,Married,Less than $40K,Blue,28,2,4,6660,Thirties
789048858,Existing Customer,32,Female,Post-Graduate,Married,Less than $40K,Blue,20,2,3,2234,Thirties
771816408,Existing Customer,44,Female,Uneducated,Married,Less than $40K,Blue,33,4,2,9671,Fourties
798158808,Existing Customer,53,Female,College,Single,$40K - $60K,Blue,47,3,2,6605,Fifties
787685658,Existing Customer,43,Male,High School,Divorced,$80K - $120K,Blue,33,3,2,3083,Fourties
720141408,Attrited Customer,49,Female,Graduate,Single,Less than $40K,Blue,31,1,2,5456,Fourties
788699808,Existing Customer,38,Female,Unknown,Single,Unknown,Blue,14,1,2,4394,Thirties
708216108,Existing Customer,56,Female,College,Married,$40K - $60K,Blue,44,1,4,4088,Fifties
715074258,Existing Customer,26,Female,Graduate,Single,$40K - $60K,Blue,36,3,3,3930,Twenties
771653583,Existing Customer,58,Male,High School,Married,$60K - $80K,Blue,46,2,4,4188,Fifties
717374358,Existing Customer,33,Male,Unknown,Married,$60K - $80K,Blue,22,3,0,3637,Thirties
720836808,Existing Customer,35,Male,High School,Single,$80K - $120K,Blue,28,2,2,11521,Thirties
818701383,Existing Customer,37,Male,High School,Married,$60K - $80K,Blue,32,2,2,2253,Thirties
717277833,Existing Customer,27,Female,Graduate,Single,Unknown,Blue,13,2,4,2339,Twenties
778137108,Existing Customer,43,Male,High School,Single,$80K - $120K,Blue,37,1,2,30503,Fourties
720973833,Existing Customer,49,Male,Graduate,Divorced,$60K - $80K,Blue,36,3,2,4596,Fourties
768490458,Attrited Customer,49,Male,Uneducated,Married,$80K - $120K,Blue,43,3,3,5701,Fourties
751487358,Existing Customer,39,Female,Graduate,Married,Less than $40K,Blue,32,6,3,3221,Thirties
712742808,Existing Customer,41,Female,Uneducated,Married,Less than $40K,Blue,29,3,3,3022,Fourties
712820208,Existing Customer,32,Female,High School,Divorced,Less than $40K,Blue,36,2,4,2699,Thirties
794649858,Existing Customer,58,Female,Uneducated,Married,Less than $40K,Blue,39,3,3,2210,Fifties
755262933,Existing Customer,56,Male,Post-Graduate,Married,$60K - $80K,Blue,49,3,4,1438.3,Fifties
709541433,Existing Customer,37,Male,Graduate,Married,Less than $40K,Blue,36,3,4,2041,Thirties
820622433,Existing Customer,39,Male,High School,Married,$120K +,Blue,34,2,2,3250,Thirties
712586583,Existing Customer,26,Female,Graduate,Single,$40K - $60K,Blue,13,3,4,1643,Twenties
709816158,Existing Customer,31,Female,Unknown,Single,Unknown,Silver,36,3,2,34516,Thirties
712196508,Attrited Customer,46,Female,High School,Single,Unknown,Blue,34,3,3,29543,Fourties
767269908,Existing Customer,36,Male,College,Married,$120K +,Blue,29,3,2,3158,Thirties
710927733,Existing Customer,39,Male,Unknown,Married,$80K - $120K,Blue,36,2,3,2899,Thirties
711310908,Existing Customer,53,Female,College,Married,Less than $40K,Blue,36,1,3,2972,Fifties
788862333,Existing Customer,38,Female,Uneducated,Married,Less than $40K,Blue,23,2,2,5645,Thirties
713194608,Existing Customer,37,Male,Graduate,Married,Less than $40K,Blue,36,3,2,2463,Thirties
793550958,Existing Customer,47,Female,Graduate,Married,Less than $40K,Blue,41,3,4,1438.3,Fourties
712607583,Existing Customer,56,Male,College,Divorced,$80K - $120K,Blue,36,3,3,34516,Fifties
713921058,Existing Customer,55,Female,High School,Married,Less than $40K,Blue,48,2,2,2897,Fifties
709183683,Existing Customer,31,Female,Uneducated,Single,Less than $40K,Blue,36,2,0,5391,Thirties
713407458,Existing Customer,62,Female,Graduate,Single,Unknown,Blue,36,2,4,2870,Sixties
715241583,Existing Customer,34,Male,High School,Married,$120K +,Blue,25,2,4,23959,Thirties
710475408,Existing Customer,33,Male,High School,Married,$60K - $80K,Blue,25,2,2,14918,Thirties
708971583,Existing Customer,38,Female,Uneducated,Single,Less than $40K,Blue,29,3,2,3590,Thirties
714547458,Existing Customer,65,Male,Graduate,Married,$40K - $60K,Blue,56,3,2,2297,Sixties
827631483,Existing Customer,57,Male,High School,Married,$80K - $120K,Blue,53,2,4,25058,Fifties
711159108,Attrited Customer,58,Female,High School,Married,Less than $40K,Blue,36,2,2,7418,Fifties
789262683,Existing Customer,60,Male,Unknown,Divorced,$40K - $60K,Blue,49,3,2,3012,Sixties
712940508,Existing Customer,39,Male,Unknown,Single,$40K - $60K,Blue,24,1,4,4562,Thirties
789733008,Existing Customer,39,Female,High School,Married,Unknown,Blue,27,2,2,10723,Thirties
714703158,Existing Customer,39,Female,High School,Married,Less than $40K,Blue,36,2,3,1578,Thirties
710255208,Existing Customer,60,Male,Uneducated,Married,Less than $40K,Blue,49,2,4,2094,Sixties
779236083,Existing Customer,37,Female,High School,Married,Less than $40K,Blue,19,1,3,4138,Thirties
713438358,Existing Customer,41,Female,Graduate,Married,Unknown,Blue,30,1,2,5417,Fourties
715973583,Existing Customer,56,Male,Uneducated,Married,$120K +,Blue,36,3,3,34516,Fifties
794113758,Existing Customer,60,Male,High School,Married,$60K - $80K,Blue,54,1,2,9592,Sixties
709452633,Existing Customer,56,Female,High School,Single,Less than $40K,Blue,36,1,3,8881,Fifties
788210583,Existing Customer,62,Male,College,Married,$40K - $60K,Blue,54,3,4,1438.3,Sixties
717784983,Existing Customer,41,Female,Uneducated,Married,Less than $40K,Blue,33,3,3,3893,Fourties
786557358,Existing Customer,44,Female,Unknown,Married,Less than $40K,Blue,38,2,4,3242,Fourties
768460908,Existing Customer,59,Male,Graduate,Single,$40K - $60K,Blue,53,3,3,6035,Fifties
718899708,Existing Customer,55,Female,College,Married,Unknown,Blue,36,3,2,17642,Fifties
714697533,Existing Customer,26,Male,High School,Single,$60K - $80K,Blue,15,3,3,4327,Twenties
713206683,Attrited Customer,40,Male,Graduate,Single,$80K - $120K,Silver,22,1,3,34516,Fourties
708679383,Existing Customer,44,Female,Unknown,Unknown,Less than $40K,Blue,32,1,3,4852,Fourties
713067033,Existing Customer,37,Male,Uneducated,Single,Unknown,Blue,28,3,3,7147,Thirties
789314133,Existing Customer,37,Male,High School,Married,$60K - $80K,Blue,27,3,3,10320,Thirties
713956308,Existing Customer,65,Female,Graduate,Married,Less than $40K,Blue,49,2,2,3297,Sixties
711595833,Existing Customer,46,Male,College,Married,$60K - $80K,Blue,36,2,2,9981,Fourties
779521533,Existing Customer,53,Male,High School,Married,$120K +,Blue,36,3,3,3329,Fifties
715225458,Existing Customer,56,Female,Uneducated,Married,Less than $40K,Blue,36,3,4,5991,Fifties
716487408,Existing Customer,48,Male,Graduate,Married,$40K - $60K,Blue,30,1,3,3235,Fourties
719338383,Existing Customer,34,Male,High School,Married,$120K +,Blue,21,3,3,6259,Thirties
710523333,Existing Customer,65,Male,Graduate,Married,Less than $40K,Blue,56,3,2,2541,Sixties
787489083,Existing Customer,55,Male,Post-Graduate,Married,$80K - $120K,Blue,43,2,4,21351,Fifties
720747633,Existing Customer,32,Male,Unknown,Married,$40K - $60K,Blue,36,2,4,8998,Thirties
779480658,Existing Customer,58,Female,Graduate,Married,Unknown,Blue,42,3,4,10247,Fifties
711498258,Existing Customer,54,Male,High School,Married,$120K +,Blue,42,3,2,20311,Fifties
709316433,Existing Customer,52,Male,High School,Single,$60K - $80K,Silver,33,1,4,33182,Fifties
778734108,Existing Customer,36,Male,Uneducated,Married,$60K - $80K,Blue,16,5,4,1686,Thirties
778388358,Attrited Customer,56,Male,Graduate,Single,$60K - $80K,Blue,36,2,3,4742,Fifties
716773533,Existing Customer,33,Male,Graduate,Married,$60K - $80K,Blue,36,1,3,1726,Thirties
822130683,Existing Customer,61,Male,Graduate,Married,$80K - $120K,Blue,56,2,4,8420,Sixties
717268458,Existing Customer,61,Male,Graduate,Married,$60K - $80K,Blue,49,3,4,3352,Sixties
827888433,Existing Customer,43,Male,Uneducated,Single,$40K - $60K,Blue,39,2,2,6648,Fourties
716522583,Existing Customer,48,Female,College,Divorced,Less than $40K,Blue,36,3,3,2335,Fourties
789415983,Existing Customer,36,Male,Graduate,Married,$60K - $80K,Blue,27,3,2,12397,Thirties
719819958,Existing Customer,34,Male,Uneducated,Married,$40K - $60K,Blue,26,1,4,1438.3,Thirties
769579608,Existing Customer,53,Female,Graduate,Single,Less than $40K,Blue,46,6,4,2240,Fifties
772353408,Existing Customer,43,Female,Unknown,Single,$40K - $60K,Blue,33,3,4,5330,Fourties
716615583,Existing Customer,61,Female,High School,Married,Less than $40K,Blue,51,3,3,1795,Sixties
781131483,Existing Customer,55,Male,High School,Married,$80K - $120K,Blue,47,1,4,5741,Fifties
719101908,Existing Customer,51,Female,Graduate,Married,Unknown,Blue,39,3,3,2002,Fifties
720521808,Existing Customer,38,Male,Graduate,Single,$80K - $120K,Blue,19,3,2,25662,Thirties
718136283,Existing Customer,52,Male,Uneducated,Single,$80K - $120K,Blue,36,1,4,22103,Fifties
778855383,Existing Customer,36,Female,High School,Married,Less than $40K,Blue,17,1,3,1438.3,Thirties
779722308,Attrited Customer,45,Female,High School,Married,$40K - $60K,Blue,30,2,2,12355,Fourties
818926833,Existing Customer,34,Female,College,Married,$40K - $60K,Blue,29,1,2,2000,Thirties
721217283,Existing Customer,27,Male,Graduate,Single,$120K +,Blue,17,2,2,8713,Twenties
717167283,Existing Customer,49,Female,Unknown,Divorced,Less than $40K,Blue,36,1,4,9165,Fourties
713371233,Existing Customer,43,Female,Graduate,Married,Less than $40K,Silver,31,1,2,11583,Fourties
778426608,Existing Customer,52,Male,Graduate,Married,$80K - $120K,Blue,32,3,3,1438.3,Fifties
713823033,Attrited Customer,31,Female,Unknown,Married,Unknown,Blue,20,1,2,8149,Thirties
787515333,Attrited Customer,40,Male,Uneducated,Married,$80K - $120K,Blue,29,2,3,3616,Fourties
710944608,Existing Customer,39,Male,Graduate,Unknown,$80K - $120K,Blue,31,2,4,8434,Thirties
718444233,Existing Customer,45,Male,Graduate,Married,$60K - $80K,Blue,25,3,2,9791,Fourties
771099183,Existing Customer,37,Female,Graduate,Single,Less than $40K,Blue,24,2,3,8444,Thirties
770241333,Existing Customer,49,Female,Graduate,Divorced,Less than $40K,Blue,43,1,4,2228,Fourties
710819733,Attrited Customer,56,Male,Graduate,Married,$120K +,Blue,36,1,1,12211,Fifties
772155108,Existing Customer,62,Female,High School,Married,Less than $40K,Blue,51,3,4,1438.3,Sixties
798796233,Existing Customer,37,Female,High School,Married,$40K - $60K,Blue,31,3,3,1586,Thirties
815472108,Existing Customer,42,Male,High School,Single,$40K - $60K,Blue,37,3,3,2247,Fourties
769145733,Existing Customer,36,Male,Graduate,Single,$60K - $80K,Blue,30,4,3,2789,Thirties
783364233,Existing Customer,59,Male,Graduate,Married,$40K - $60K,Blue,53,2,3,4241,Fifties
772236108,Existing Customer,40,Female,Graduate,Married,Unknown,Blue,29,1,3,8398,Fourties
715640358,Existing Customer,43,Male,High School,Single,$40K - $60K,Blue,36,3,3,4112,Fourties
713529858,Existing Customer,29,Male,Graduate,Divorced,$40K - $60K,Silver,22,2,3,15578,Twenties
715684308,Existing Customer,42,Female,Graduate,Married,$40K - $60K,Blue,36,2,2,4008,Fourties
709451508,Existing Customer,63,Female,High School,Married,Unknown,Blue,50,1,3,12766,Sixties
709204158,Existing Customer,36,Female,Post-Graduate,Single,Less than $40K,Blue,24,2,4,3438,Thirties
713182458,Existing Customer,53,Male,High School,Married,$80K - $120K,Blue,43,1,2,16692,Fifties
710624658,Existing Customer,36,Female,Uneducated,Married,Less than $40K,Blue,36,2,2,4066,Thirties
716355783,Existing Customer,36,Male,Unknown,Married,$60K - $80K,Blue,30,2,3,13080,Thirties
716793108,Existing Customer,26,Male,College,Single,Less than $40K,Blue,36,1,2,1934,Twenties
716162583,Existing Customer,45,Female,Unknown,Single,Less than $40K,Blue,36,2,3,3230,Fourties
714051033,Existing Customer,55,Female,Graduate,Married,Less than $40K,Blue,36,2,4,3615,Fifties
715007583,Existing Customer,61,Female,Unknown,Unknown,Unknown,Blue,36,2,2,1801,Sixties
719139558,Existing Customer,26,Male,Uneducated,Single,Less than $40K,Blue,36,3,4,2665,Twenties
794632308,Existing Customer,40,Male,Graduate,Married,$60K - $80K,Silver,25,3,2,28822,Fourties
770662383,Existing Customer,38,Male,Graduate,Single,$40K - $60K,Blue,24,3,2,14632,Thirties
714787383,Existing Customer,32,Female,College,Married,Unknown,Blue,36,3,3,6715,Thirties
714700158,Existing Customer,53,Male,Unknown,Married,$60K - $80K,Blue,46,2,3,6658,Fifties
710581758,Existing Customer,52,Female,Graduate,Single,$40K - $60K,Blue,44,2,3,3360,Fifties
720497958,Existing Customer,29,Male,Graduate,Married,$80K - $120K,Blue,14,3,2,14853,Twenties
720920058,Existing Customer,38,Male,Graduate,Married,$60K - $80K,Blue,25,3,4,4800,Thirties
710872233,Existing Customer,27,Male,Unknown,Single,$40K - $60K,Blue,17,1,2,4610,Twenties
709855608,Existing Customer,46,Female,High School,Married,Less than $40K,Blue,36,3,4,1438.3,Fourties
815484783,Existing Customer,57,Male,Uneducated,Single,$60K - $80K,Blue,42,4,3,8377,Fifties
771602883,Existing Customer,42,Male,High School,Single,$80K - $120K,Blue,30,5,4,4147,Fourties
755953308,Existing Customer,62,Female,Post-Graduate,Married,$40K - $60K,Blue,55,1,4,2644,Sixties
758408883,Existing Customer,37,Female,Graduate,Unknown,$40K - $60K,Blue,30,3,4,13355,Thirties
717940008,Existing Customer,57,Female,Unknown,Divorced,$40K - $60K,Blue,36,2,2,3251,Fifties
720917808,Existing Customer,35,Male,High School,Single,$40K - $60K,Blue,36,3,4,2100,Thirties
812801958,Existing Customer,55,Female,Unknown,Married,Less than $40K,Blue,50,3,4,3566,Fifties
714997683,Existing Customer,56,Female,Graduate,Married,Unknown,Blue,49,1,3,14915,Fifties
709379283,Existing Customer,39,Male,Graduate,Married,$60K - $80K,Blue,27,1,4,13003,Thirties
711840408,Existing Customer,64,Male,College,Married,Less than $40K,Blue,55,3,4,2492,Sixties
785328408,Existing Customer,37,Female,Graduate,Married,Less than $40K,Blue,31,2,3,1758,Thirties
719873808,Existing Customer,34,Male,College,Married,$60K - $80K,Blue,23,2,2,5510,Thirties
715528983,Existing Customer,46,Male,Uneducated,Divorced,$60K - $80K,Blue,36,1,2,17196,Fourties
720254883,Existing Customer,65,Female,High School,Married,$40K - $60K,Blue,46,1,3,5877,Sixties
811980858,Existing Customer,36,Male,Graduate,Married,$60K - $80K,Blue,31,1,2,7667,Thirties
711330408,Existing Customer,35,Female,College,Married,$40K - $60K,Blue,24,1,3,2939,Thirties
718465458,Existing Customer,49,Male,Unknown,Single,$80K - $120K,Blue,31,1,4,5898,Fourties
710616183,Existing Customer,46,Female,Uneducated,Single,Unknown,Blue,33,3,4,19995,Fourties
714580158,Existing Customer,26,Male,Post-Graduate,Married,$40K - $60K,Blue,36,1,4,2773,Twenties
710798883,Existing Customer,52,Male,Graduate,Single,$60K - $80K,Blue,44,2,4,3323,Fifties
720511608,Existing Customer,38,Female,Graduate,Married,Unknown,Blue,28,3,3,16049,Thirties
708913233,Existing Customer,37,Male,High School,Married,$40K - $60K,Blue,28,4,2,3601,Thirties
788038383,Existing Customer,33,Female,Graduate,Married,Less than $40K,Blue,25,2,2,2307,Thirties
719905908,Existing Customer,59,Male,Uneducated,Married,$60K - $80K,Blue,36,3,3,3742,Fifties
807044958,Existing Customer,34,Male,High School,Married,$40K - $60K,Blue,29,3,3,2937,Thirties
719514783,Existing Customer,39,Female,Post-Graduate,Unknown,Unknown,Blue,26,1,4,3209,Thirties
787643658,Existing Customer,59,Male,Graduate,Married,$60K - $80K,Blue,53,1,4,12554,Fifties
779138883,Existing Customer,50,Male,Graduate,Married,$60K - $80K,Blue,34,3,4,4702,Fifties
708173433,Existing Customer,26,Female,Unknown,Single,$40K - $60K,Blue,14,2,4,5645,Twenties
778401033,Existing Customer,32,Male,High School,Married,$60K - $80K,Blue,13,3,4,14308,Thirties
818375733,Attrited Customer,51,Female,College,Married,$40K - $60K,Blue,46,1,3,4882,Fifties
711048783,Existing Customer,41,Male,Doctorate,Married,$80K - $120K,Blue,29,3,3,33405,Fourties
721415658,Existing Customer,39,Female,Graduate,Married,$40K - $60K,Blue,27,1,2,2700,Thirties
717961458,Existing Customer,49,Female,Uneducated,Single,Less than $40K,Blue,37,1,4,2934,Fourties
718563483,Existing Customer,30,Male,Unknown,Divorced,$120K +,Blue,14,2,3,1548,Thirties
717128283,Existing Customer,40,Female,High School,Unknown,Less than $40K,Blue,36,2,2,5525,Fourties
718068933,Existing Customer,36,Female,Uneducated,Single,Less than $40K,Blue,36,2,4,5750,Thirties
718623783,Existing Customer,56,Male,College,Married,$120K +,Blue,36,3,2,27157,Fifties
716565258,Existing Customer,37,Male,Doctorate,Single,$80K - $120K,Blue,36,2,4,12830,Thirties
712505658,Existing Customer,51,Female,Unknown,Single,Less than $40K,Blue,41,1,3,5530,Fifties
792565908,Existing Customer,36,Female,Uneducated,Single,Less than $40K,Blue,30,2,3,2684,Thirties
709267308,Existing Customer,62,Male,Graduate,Married,$80K - $120K,Blue,49,1,2,2437,Sixties
710035008,Existing Customer,31,Female,Uneducated,Single,Less than $40K,Blue,24,2,4,3827,Thirties
790082508,Existing Customer,42,Male,High School,Single,$120K +,Blue,35,2,2,34516,Fourties
716866308,Existing Customer,38,Male,High School,Married,$60K - $80K,Blue,33,3,4,5940,Thirties
709707033,Attrited Customer,45,Male,Graduate,Single,$60K - $80K,Blue,32,3,2,13162,Fourties
718346658,Existing Customer,50,Female,Graduate,Married,Less than $40K,Blue,37,2,4,1963,Fifties
824157858,Existing Customer,58,Male,Graduate,Married,$80K - $120K,Blue,54,3,3,18713,Fifties
709735008,Existing Customer,35,Male,High School,Married,$80K - $120K,Blue,22,1,4,3023,Thirties
814593858,Existing Customer,58,Male,High School,Single,$120K +,Blue,53,1,2,6103,Fifties
718416858,Existing Customer,42,Male,Graduate,Married,$60K - $80K,Blue,34,3,3,10607,Fourties
710307933,Existing Customer,32,Female,College,Single,Less than $40K,Blue,24,3,4,2917,Thirties
715870758,Existing Customer,35,Male,Graduate,Married,$120K +,Blue,30,3,4,34516,Thirties
713819283,Existing Customer,51,Male,Uneducated,Married,$80K - $120K,Blue,42,2,2,25197,Fifties
710424408,Existing Customer,63,Male,Graduate,Married,Less than $40K,Blue,36,2,4,2743,Sixties
709493283,Existing Customer,42,Male,Unknown,Single,$120K +,Blue,32,2,4,4111,Fourties
712489158,Existing Customer,36,Female,Uneducated,Single,Unknown,Blue,18,3,2,3667,Thirties
719013108,Existing Customer,42,Male,Graduate,Divorced,$40K - $60K,Blue,33,2,4,3178,Fourties
721178583,Attrited Customer,37,Female,Graduate,Unknown,Unknown,Blue,22,3,2,5674,Thirties
717769008,Existing Customer,38,Male,Graduate,Married,$80K - $120K,Blue,36,3,4,11444,Thirties
709986633,Existing Customer,29,Male,High School,Married,$40K - $60K,Blue,36,1,3,1438.3,Twenties
721062408,Existing Customer,54,Male,Uneducated,Divorced,$40K - $60K,Blue,34,3,4,6387,Fifties
771349458,Existing Customer,33,Male,Graduate,Married,$40K - $60K,Blue,20,3,3,5657,Thirties
780557658,Existing Customer,63,Female,Uneducated,Married,Unknown,Blue,54,3,2,11827,Sixties
771441558,Existing Customer,49,Male,Post-Graduate,Married,$60K - $80K,Blue,37,3,3,2608,Fourties
756409758,Existing Customer,44,Female,Graduate,Married,Less than $40K,Blue,37,5,4,3203,Fourties
720009558,Existing Customer,33,Female,College,Single,Unknown,Gold,36,1,3,34516,Thirties
778885158,Existing Customer,57,Male,Uneducated,Married,$80K - $120K,Blue,38,3,3,2472,Fifties
715543908,Existing Customer,52,Female,Uneducated,Married,Less than $40K,Blue,43,3,3,2147,Fifties
717591483,Existing Customer,52,Female,Graduate,Single,Less than $40K,Blue,44,1,3,3416,Fifties
715042608,Existing Customer,39,Female,Doctorate,Married,Unknown,Blue,36,2,4,8058,Thirties
755959683,Existing Customer,50,Female,Unknown,Unknown,Unknown,Blue,43,1,2,3410,Fifties
715367058,Existing Customer,43,Male,College,Unknown,$60K - $80K,Blue,37,2,3,19044,Fourties
714573258,Existing Customer,36,Male,Post-Graduate,Single,$60K - $80K,Blue,30,2,4,1606,Thirties
712281183,Existing Customer,55,Male,Graduate,Married,$120K +,Blue,36,2,2,24336,Fifties
717670758,Existing Customer,30,Female,Graduate,Single,Less than $40K,Blue,20,2,3,5030,Thirties
720666333,Existing Customer,36,Male,Unknown,Married,$120K +,Blue,24,3,2,24577,Thirties
771556308,Existing Customer,26,Female,High School,Single,Less than $40K,Blue,13,3,4,3517,Twenties
708931908,Existing Customer,48,Male,High School,Single,$40K - $60K,Blue,36,2,3,7400,Fourties
718894233,Existing Customer,53,Female,Graduate,Married,$40K - $60K,Blue,36,2,4,2956,Fifties
771544533,Attrited Customer,42,Female,High School,Married,Unknown,Blue,30,1,4,3578,Fourties
708927108,Attrited Customer,53,Male,Graduate,Married,$120K +,Blue,36,3,2,12778,Fifties
717831783,Existing Customer,58,Female,Uneducated,Married,Less than $40K,Blue,45,3,4,1942,Fifties
709288383,Existing Customer,32,Male,Graduate,Divorced,$80K - $120K,Blue,26,1,3,29961,Thirties
